観測日,高品質ピクセル数,全ピクセル数,比率,"観測時刻(平均,時)"
2024-01-01,86.7921568627451,3365,0.025792617195466598,10.290348250981385
2024-01-09,9.0,3365,0.002674591381872214,10.002145922746783
2024-01-17,99.47843137254904,3365,0.029562683914576237,10.22900634201242
2024-01-25,0.0,3365,0.0,
2024-02-02,5.486274509803921,3365,0.0016303936136118635,10.010322900605935
2024-02-10,1055.2941176470586,3365,0.31360895026658503,9.940545506790485
2024-02-18,27.364705882352943,3365,0.008132156280045452,9.89316445942692
2024-02-26,0.0,3365,0.0,
2024-03-05,149.29803921568626,3365,0.04436791655741048,9.75558427044772
2024-03-13,0.0,3365,0.0,10.4
2024-03-21,47.26666666666668,3365,0.014046557701832595,10.347130750249706
2024-03-29,125.90980392156865,3365,0.037417475162427535,9.929180107445234
2024-04-06,0.0,3365,0.0,10.200000000000001
2024-04-14,1718.2078431372543,3365,0.5106115432800161,10.39903951830685
2024-04-22,3330.835294117648,3365,0.9898470413425403,10.166733047998486
2024-05-08,11.019607843137253,3365,0.0032747720187629283,9.818757384888773
2024-05-16,19.949019607843137,3365,0.005928386213326341,10.03902196034139
2024-05-24,0.0,3365,0.0,9.9
2024-06-01,12.47843137254902,3365,0.0037083005564781633,10.17602280303133
2024-06-09,0.0,3365,0.0,
2024-06-17,0.0,3365,0.0,9.680976456009923
2024-06-25,0.0,3365,0.0,9.8
2024-07-03,44.89803921568628,3365,0.013342656527692802,10.046073892988558
2024-07-11,38.81960784313726,3365,0.011536287620545992,9.709595121386387
2024-07-19,37.6313725490196,3365,0.01118317163418116,9.601701805846377
2024-07-27,0.0,3365,0.0,10.100000000000001
2024-08-04,248.88627450980388,3365,0.07396323165224485,9.879566518955171
2024-08-12,0.0,3365,0.0,10.09718387631143
2024-08-20,24.478431372549018,3365,0.007274422398974448,9.801657974465725
2024-08-28,742.6000000000005,3365,0.2206835066864786,10.216697126626025
2024-09-05,0.0,3365,0.0,9.20549436606954
2024-09-13,58.60392156862747,3365,0.017415727063485133,10.225878266554979
2024-09-21,49.18039215686274,3365,0.0146152725577601,10.49021777065467
2024-09-29,2525.996078431374,3365,0.7506674824461735,10.03463878870875
2024-10-07,1804.9098039215696,3365,0.5363773562916997,9.951274038402298
2024-10-15,118.3921568627451,3365,0.03518340471404015,9.835751648968634
2024-10-23,1252.7019607843142,3365,0.372273985374239,10.000590262842794
2024-11-08,1135.7999999999997,3365,0.33753343239227335,9.843766597990307
2024-11-16,1061.3137254901956,3365,0.3153978381843077,10.03824471637265
2024-11-24,1946.4117647058831,3365,0.5784284590507826,10.105068687545351
2024-12-02,0.0,3365,0.0,10.0
2024-12-10,0.0,3365,0.0,10.100000000000001
2024-12-18,1843.556862745099,3365,0.5478623663432686,9.946780650393988
2024-12-26,1200.0313725490194,3365,0.3566215074439879,9.900543889632377
